,Name,Rating,reviews,Company Type,Headquaters,Company Age,No. of Employee
2464,Essae Teraoka,3.7,(248 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 51 more",37 years old,51-200 Employees (India)
2465,Tata Power Solar...,4.2,(248 Reviews),Public,"Mumbai,Maharashtra + 38 more",34 years old,1k-5k Employees (India)
2466,Akamai Technolog...,4.4,(248 Reviews),Private,"Cambridge,Massachusetts + 2 more",25 years old,1k-5k Employees (India)
2467,National Organic...,4.0,(247 Reviews),Public,"Mumbai,Maharashtra + 10 more",48 years old,51-200 Employees (India)
2468,Bonace Engineers,3.7,(247 Reviews),Private,"Mumbai,Maharashtra + 28 more",28 years old,201-500 Employees (India)
2469,Technosoft Globa...,3.4,(247 Reviews),Private,Southfield + 8 more,27 years old,201-500 Employees (India)
2470,OnePlus,4.1,(247 Reviews),Public,"Shenzhen,Guangdong + 41 more",10 years old,1k-5k Employees (India)
2471,Mazagon Dock,4.3,(246 Reviews),Private,"Mumbai,Maharashtra + 3 more",89 years old,1k-5k Employees (India)
2472,SMS Infrastructu...,3.9,(246 Reviews),Private,"Nagpur,Maharashtra + 39 more",60 years old,1k-5k Employees (India)
2473,Orient Bell,3.8,(246 Reviews),Public,"Delhi/NCR,Delhi + 49 more",46 years old,501-1k Employees (India)
2474,Astra Microwave ...,3.8,(246 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 9 more",32 years old,51-200 Employees (India)
2475,Reliance Home Fi...,4.5,(246 Reviews),Public,"Mumbai,Maharashtra + 43 more",15 years old,501-1k Employees (India)
2476,Flipspaces,4.4,(246 Reviews),Private,"Mumbai,Maharashtra + 11 more",12 years old,51-200 Employees (India)
2477,CMR Green Techno...,4.0,(246 Reviews),Public,"Faridabad,Haryana + 17 more",17 years old,1k-5k Employees (India)
2478,Amul Dairy,4.1,(246 Reviews),Private,Anand + 62 more,75 years old,1k-5k Employees (India)
2479,LT Foods,4.2,(246 Reviews),Public,"Gurgaon/Gurugram,Haryana + 36 more",33 years old,201-500 Employees (India)
2480,Bharat Seats,3.8,(246 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",37 years old,201-500 Employees (India)
2481,Ashiana Housing,4.1,(246 Reviews),Public,"Delhi/NCR,Delhi + 15 more",44 years old,1k-5k Employees (India)
2482,LearningMate Sol...,3.8,(246 Reviews),Private,"Mumbai,Maharashtra + 2 more",22 years old,1k-5k Employees (India)
2483,ANZ Support Serv...,4.3,(246 Reviews),Bengaluru/Bangalore + 1 more,N/A,N/A,N/A
2484,Cooper Corporati...,3.8,(246 Reviews),Private,"Pune,Maharashtra + 7 more",101 years old,1k-5k Employees (India)
2485,Healthcare At Ho...,3.8,(246 Reviews),Private,"Noida,Uttar Pradesh + 24 more",11 years old,1k-5k Employees (India)
2486,DEN Networks,3.7,(245 Reviews),Public,"Delhi,NCT + 30 more",16 years old,1k-5k Employees (India)
2487,Consero Global S...,3.4,(245 Reviews),Private,Austin + 3 more,17 years old,501-1k Employees (India)
2488,Indian Overseas ...,3.5,(245 Reviews),Private,"Chennai,Tamil Nadu + 61 more",86 years old,10k-50k Employees (India)
2489,Zeetech Manageme...,4.4,(245 Reviews),Private,Dehradun + 32 more,12 years old,1-10 Employees (India)
2490,Rakuten,3.8,(245 Reviews),Private,"San Mateo,California + 6 more",26 years old,501-1k Employees (India)
2491,Automatic Infote...,4.5,(245 Reviews),Private,"Pune,Maharashtra + 7 more",18 years old,201-500 Employees (India)
2492,Tirumala Milk Pr...,4.1,(245 Reviews),Private,"Chennai,Tamil Nadu + 36 more",27 years old,201-500 Employees (India)
2493,Gilbarco Veeder ...,3.8,(245 Reviews),Private,Greensboro + 30 more,158 years old,1k-5k Employees (India)
2494,SNS College of T...,4.9,(245 Reviews),501-1k Employees (India),N/A,N/A,N/A
2495,Puravankara,3.7,(245 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 11 more",48 years old,501-1k Employees (India)
2496,Vodafone Intelli...,4.2,(245 Reviews),Pune + 3 more,17 years old,N/A,N/A
2497,BCD Travel,4.1,(245 Reviews),Private,"Utrecht,Utrecht + 9 more",17 years old,1k-5k Employees (India)
2498,Alorica,3.2,(244 Reviews),Private,"Irvine,California + 7 more",24 years old,10k-50k Employees (Global)
2499,Amrit Cement,3.8,(244 Reviews),Private,"Kolkata,West Bengal + 17 more",15 years old,501-1k Employees (India)
2500,Krsnaa Diagnosti...,3.7,(244 Reviews),Private,"Pune,Maharashtra + 39 more",13 years old,51-200 Employees (India)
2501,Tata Marcopolo M...,3.6,(244 Reviews),Public,"Pune,Maharashtra + 10 more",78 years old,1k-5k Employees (India)
2502,Carl Zeiss,3.8,(244 Reviews),Private,Stuttgart + 25 more,14 years old,501-1k Employees (India)
2503,Healthians,3.1,(244 Reviews),Private,"Gurgaon,Haryana + 27 more",10 years old,501-1k Employees (India)
2504,QX Global Group,3.7,(244 Reviews),Public,"Skipton,North Yorkshire + 6 more",20 years old,1k-5k Employees (India)
2505,LogixHealth,3.6,(243 Reviews),Private,"Bedford,Massachusetts + 5 more",33 years old,501-1k Employees (India)
2506,Vara United,3.7,(243 Reviews),Private,Mumbai + 26 more,9 years old,1k-5k Employees (India)
2507,BP,3.8,(243 Reviews),Private,London + 4 more,114 years old,1k-5k Employees (India)
2508,Owens Corning,4.0,(243 Reviews),Private,"Toledo,Ohio + 6 more",85 years old,1k-5k Employees (India)
2509,Writer Informati...,3.4,(243 Reviews),Private,Mumbai + 27 more,36 years old,5k-10k Employees (Global)
2510,Loadshare Networ...,3.4,(243 Reviews),Private,"Bangalore,Karnataka + 42 more",6 years old,501-1k Employees (India)
2511,Ksb Pumps,3.8,(243 Reviews),Private,"Pune,Maharashtra + 28 more",63 years old,1k-5k Employees (India)
2512,Agilent Technolo...,4.3,(243 Reviews),Private,"Santa Clara,California + 14 more",24 years old,1k-5k Employees (India)
2513,Tube Investments...,4.2,(243 Reviews),Public,Chennai + 30 more,64 years old,1k-5k Employees (India)
2514,FoodPanda,4.1,(243 Reviews),Private,"Berlin,Berlin + 15 more",11 years old,501-1k Employees (India)
2515,Mahendra NextWea...,3.8,(243 Reviews),Salem + 11 more,14 years old,1k-5k Employees (India),N/A
2516,Aster Dm Healthc...,3.8,(243 Reviews),Public,Dubai + 22 more,36 years old,501-1k Employees (India)
2517,Karvy Innotech,3.1,(243 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 32 more",11 years old,51-200 Employees (India)
2518,Tredence,3.6,(243 Reviews),Private,"San Jose,California + 4 more",10 years old,1k-5k Employees (India)
2519,Great Learning,3.7,(243 Reviews),"Gurgaon,Haryana + 7 more",10 years old,501-1k Employees (India),N/A
2520,Cadbury,4.4,(242 Reviews),Private,London + 63 more,199 years old,1k-5k Employees (India)
2521,Haldia Petrochem...,3.8,(242 Reviews),Private,Kolkata + 10 more,38 years old,1k-5k Employees (India)
2522,Netlink Software,3.6,(242 Reviews),Private,Madison Heights + 20 more,25 years old,1k-5k Employees (India)
2523,Webskitters,4.5,(242 Reviews),Private,"Kolkata,West Bengal + 2 more",13 years old,501-1k Employees (India)
2524,Easyday Club,4.5,(242 Reviews),"Mumbai,Maharashtra + 66 more",15 years old,1-10 Employees (India),N/A
2525,HUDL,3.5,(242 Reviews),Private,"Lincoln,Nebraska + 9 more",17 years old,501-1k Employees (India)
2526,ABM Knowledgewar...,3.7,(242 Reviews),Public,Mumbai + 27 more,30 years old,501-1k Employees (India)
2527,Buhler,4.0,(242 Reviews),Private,"Uzwil,St. Gallen + 19 more",163 years old,501-1k Employees (India)
2528,National Petrole...,4.2,(242 Reviews),Abu Dhabi + 20 more,50 years old,501-1k Employees (India),N/A
2529,SK E&C,4.3,(242 Reviews),Seoul + 32 more,46 years old,201-500 Employees (India),N/A
2530,London Stock Exc...,4.2,(242 Reviews),Private,London + 4 more,325 years old,5k-10k Employees (India)
2531,DM Consultants,1.2,(242 Reviews),Abu Dhabi + 14 more,N/A,N/A,N/A
2532,Scaler Academy,4.0,(242 Reviews),Private,"Bangalore,Karnataka + 2 more",4 years old,1k-5k Employees (India)
2533,Accelya Solution...,3.7,(241 Reviews),Private,"Mumbai,Maharashtra + 8 more",37 years old,1k-5k Employees (India)
2534,GD Research Cent...,3.7,(241 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",16 years old,1k-5k Employees (India)
2535,Vidal Health Ins...,4.0,(241 Reviews),"Bangalore,Karnataka + 21 more",201-500 Employees (India),N/A,N/A
2536,adani power maha...,3.8,(241 Reviews),Mundra + 13 more,N/A,N/A,N/A
2537,MDC Group of Com...,4.9,(241 Reviews),Private,Muscat + 2 more,11-50 Employees (Global),N/A
2538,Macquarie Group,3.6,(241 Reviews),Private,Sydney + 8 more,54 years old,51-200 Employees (India)
2539,Gokaldas Exports,4.0,(241 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 14 more",44 years old,10k-50k Employees (India)
2540,Fluper,4.0,(241 Reviews),Public,"Noida,Uttar Pradesh + 1 more",10 years old,201-500 Employees (India)
2541,Religare,3.9,(241 Reviews),Public,"New Delhi,Delhi + 57 more",39 years old,1k-5k Employees (India)
2542,Kellogg Brown an...,4.3,(241 Reviews),Public,"Houston,Texas + 18 more",25 years old,501-1k Employees (India)
2543,Wartsila,4.5,(241 Reviews),Private,Helsinki + 31 more,189 years old,501-1k Employees (India)
2544,L&T Realty,4.4,(241 Reviews),Mumbai + 7 more,201-500 Employees (India),N/A,N/A
2545,Gyan Dairy,4.0,(241 Reviews),Private,"Lucknow,Uttar Pradesh + 19 more",16 years old,201-500 Employees (India)
2546,Self Practice,4.4,(241 Reviews),New Delhi + 82 more,N/A,N/A,N/A
2547,Park Hospital,3.7,(241 Reviews),"Gurgaon/Gurugram,Haryana + 18 more",41 years old,501-1k Employees (Global),N/A
2548,Deluxe Entertain...,3.7,(240 Reviews),Private,"Hollywood,Florida + 6 more",108 years old,1k-5k Employees (India)
2549,Essel Group,3.9,(240 Reviews),Private,Mumbai + 34 more,97 years old,10k-50k Employees (India)
2550,Quintessence Bus...,4.1,(240 Reviews),Private,"Dallas,Texas",12 years old,501-1k Employees (India)
2551,CommScope,3.9,(240 Reviews),Private,"North Carolina,USA + 12 more",47 years old,1k-5k Employees (India)
2552,Essilor,4.0,(240 Reviews),Private,Charenton-le-Pont + 34 more,174 years old,501-1k Employees (India)
2553,Konecranes,4.1,(240 Reviews),Private,Hyvinkää + 9 more,48 years old,501-1k Employees (India)
2554,Aludecor Laminat...,4.1,(240 Reviews),Private,"Kolkata,West Bengal + 28 more",19 years old,201-500 Employees (India)
2555,NeoGrowth Credit,3.7,(240 Reviews),Private,"Mumbai,Maharashtra + 24 more",10 years old,501-1k Employees (India)
2556,Eurofins It Solu...,3.2,(240 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",11 years old,1k-5k Employees (India)
2557,DataTrained,4.3,(240 Reviews),LLP,"Bangalore,Karnataka + 2 more",11 years old,51-200 Employees (India)
2558,MetroTelworks,3.7,(240 Reviews),Private,Ahmedabad + 33 more,19 years old,51-200 Employees (India)
2559,Romsons Group Of...,3.9,(240 Reviews),Private,"Agra,Uttar Pradesh + 37 more",71 years old,201-500 Employees (India)
2560,Lotus Herbals Pr...,4.2,(239 Reviews),Private,"New Delhi,Delhi + 38 more",30 years old,1k-5k Employees (India)
2561,Novateur Electri...,3.9,(239 Reviews),Private,Chennai + 56 more,39 years old,501-1k Employees (India)
2562,Thales,4.0,(239 Reviews),Private,Noida + 14 more,23 years old,1k-5k Employees (India)
2563,Indorama,3.9,(239 Reviews),Private,Jakarta + 25 more,48 years old,51-200 Employees (India)
2564,Jindal Aluminium,3.8,(239 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",55 years old,5k-10k Employees (India)
2565,Landis+Gyr,3.9,(239 Reviews),Public,"Zug,Zug + 8 more",127 years old,501-1k Employees (India)
2566,Tuaman Engineeri...,3.8,(239 Reviews),Private,"Kolkata,West Bengal + 20 more",18 years old,501-1k Employees (India)
2567,GS Engineering &...,4.1,(239 Reviews),Seoul + 12 more,54 years old,201-500 Employees (India),N/A
2568,Amartex Industri...,4.4,(239 Reviews),Public,Panchkula + 16 more,35 years old,1k-5k Employees (India)
2569,AIS Glass Soluti...,3.8,(238 Reviews),Private,Gurgaon + 27 more,39 years old,51-200 Employees (India)
2570,Dynacons Systems...,3.8,(238 Reviews),Private,"Mumbai,Maharashtra + 46 more",28 years old,1k-5k Employees (India)
2571,Dainik Jagran,3.7,(238 Reviews),Public,"Noida,Uttar Pradesh + 48 more",81 years old,201-500 Employees (India)
2572,Mitsuba Sical,3.9,(238 Reviews),Public,Michigan + 13 more,26 years old,201-500 Employees (India)
2573,Gaurs Group,3.9,(238 Reviews),Public,"Ghaziabad,Uttar Pradesh + 7 more",28 years old,501-1k Employees (India)
2574,Talbros,3.7,(238 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",67 years old,501-1k Employees (India)
2575,Asian Granito In...,3.8,(238 Reviews),Public,"Ahmedabad,Gujrat + 42 more",23 years old,1k-5k Employees (India)
2576,Nilons Enterpris...,4.0,(238 Reviews),Private,"Pune,Maharashtra + 32 more",61 years old,501-1k Employees (India)
2577,FabHotels,3.2,(238 Reviews),Private,"Gurgaon,Haryana + 24 more",9 years old,501-1k Employees (India)
2578,Nestaway,4.0,(238 Reviews),Private,"Bangalore,Karnataka + 12 more",8 years old,201-500 Employees (India)
2579,ACG Associated C...,4.0,(238 Reviews),"Mumbai,Maharashtra + 9 more",59 years old,1k-5k Employees (India),N/A
2580,TOPS,4.0,(238 Reviews),Private,"Delhi,NCT + 33 more",39 years old,501-1k Employees (India)
2581,Nestaway,4.0,(238 Reviews),Private,"Bangalore,Karnataka + 12 more",8 years old,201-500 Employees (India)
2582,Himatsingka Seid...,3.9,(238 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 6 more",38 years old,1k-5k Employees (India)
2583,Aizant Drug Rese...,3.9,(238 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",18 years old,501-1k Employees (India)
2584,Talbros,3.7,(238 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",67 years old,501-1k Employees (India)
2585,Dynacons Systems...,3.8,(238 Reviews),Private,"Mumbai,Maharashtra + 46 more",28 years old,1k-5k Employees (India)
2586,Yum!,4.2,(237 Reviews),Private,"Colonel Sanders Lane,Louisville + 25 more",26 years old,501-1k Employees (India)
2587,Lloyd Insulation...,3.6,(237 Reviews),Private,"Delhi/NCR,Delhi + 21 more",65 years old,501-1k Employees (India)
2588,Prem Motors,4.1,(237 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",33 years old,1k-5k Employees (India)
2589,Electrical Resea...,3.9,(237 Reviews),Private,"Vadodara/Baroda,Gujarat + 18 more",49 years old,201-500 Employees (India)
2590,Nature's Basket,3.9,(237 Reviews),Private,"Mumbai,Maharashtra + 7 more",18 years old,501-1k Employees (India)
2591,Ami Lifesciences,4.0,(237 Reviews),Vadodara + 6 more,17 years old,1k-5k Employees (India),N/A
2592,IPE Global,4.1,(237 Reviews),Public,New Delhi + 61 more,25 years old,1k-5k Employees (India)
2593,Nuziveedu Seeds,4.2,(237 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 43 more",50 years old,1k-5k Employees (India)
2594,GMR Hyderabad In...,3.9,(237 Reviews),Private,"Delhi/NCR,Delhi + 9 more",23 years old,201-500 Employees (India)
2595,Boehringer-Ingel...,4.2,(237 Reviews),Private,Ingelheim + 38 more,138 years old,501-1k Employees (India)
2596,Parksons Packagi...,4.1,(237 Reviews),Private,"Mumbai,Maharashtra + 14 more",27 years old,1k-5k Employees (India)
2597,AVAYA,3.9,(236 Reviews),Private,"Durham,North Carolina + 8 more",23 years old,1k-5k Employees (India)
2598,Kennametal,3.8,(236 Reviews),Public,"Latrobe,Pennsylvania + 9 more",85 years old,1k-5k Employees (India)
2599,S. M. Auto Engin...,3.3,(236 Reviews),Private,"Pune,Maharashtra + 4 more",47 years old,501-1k Employees (India)
2600,Capital Small Fi...,4.2,(236 Reviews),Jalandhar + 43 more,24 years old,1k-5k Employees (India),N/A
2601,Jockey,4.2,(236 Reviews),Private,Kenosha + 76 more,147 years old,10k-50k Employees (India)
2602,American Axle & ...,4.3,(236 Reviews),Private,"Detroit,Michigan + 8 more",29 years old,501-1k Employees (India)
2603,Xchanging,3.5,(236 Reviews),Public,London + 9 more,25 years old,201-500 Employees (India)
2604,IMSI,3.2,(236 Reviews),Private,"Dehradun,Uttarakhand + 35 more",37 years old,1k-5k Employees (India)
2605,Appsierra,4.8,(236 Reviews),Private,"Noida,Uttar Pradesh + 7 more",8 years old,51-200 Employees (India)
2606,Clariant Chemica...,4.2,(236 Reviews),Public,"Muttenz,Bael-Country + 17 more",28 years old,501-1k Employees (India)
2607,Fossil Group,3.8,(236 Reviews),Private,"Richardson,Texas + 26 more",39 years old,501-1k Employees (India)
2608,Doubtnut,3.3,(236 Reviews),Private,"Gurgaon,Haryana + 10 more",7 years old,201-500 Employees (India)
2609,Doubtnut,3.3,(236 Reviews),Private,"Gurgaon,Haryana + 10 more",7 years old,201-500 Employees (India)
2610,Physicswallah,3.9,(236 Reviews),Private,"Allahabad,Uttar Pradesh + 35 more",3 years old,201-500 Employees (India)
2611,Hitachi Hi-Rel P...,3.6,(235 Reviews),Private,"Ahmedabad,Gujarat + 24 more",40 years old,501-1k Employees (India)
2612,Bosch Rexroth In...,4.1,(235 Reviews),Private,"Lohr A. Main,Bavaria + 12 more",22 years old,501-1k Employees (India)
2613,ADNOC,4.4,(235 Reviews),Private,"Abu Dhabi,Abu Dhabi + 7 more",52 years old,1k-5k Employees (India)
2614,Housejoy,4.5,(235 Reviews),Private,"Bangalore,Karnataka + 15 more",9 years old,201-500 Employees (India)
2615,Supermax Persona...,3.6,(235 Reviews),Private,"Dubai,Dubai + 40 more",74 years old,1k-5k Employees (India)
2616,WAKEFIT INNOVATI...,3.9,(235 Reviews),Private,"Bangalore,Karnataka + 23 more",9 years old,1k-5k Employees (India)
2617,Adient,4.0,(235 Reviews),Private,"Plymouth,MI + 11 more",27 years old,501-1k Employees (India)
2618,ScoreMe Solution...,4.6,(235 Reviews),Gurgaon/Gurugram + 1 more,51-200 Employees (India),N/A,N/A
2619,Kailash Hospital,4.1,(235 Reviews),Public,Noida + 16 more,39 years old,5k-10k Employees (India)
2620,Netafim Irrigati...,4.2,(234 Reviews),Private,"Vadodara/Baroda,Gujarat + 47 more",58 years old,1k-5k Employees (India)
2621,Kandhari Beverag...,3.8,(234 Reviews),Private,"Chandigarh,Chandigarh + 22 more",56 years old,201-500 Employees (India)
2622,Conviction HR,4.7,(234 Reviews),Private,Mumbai + 9 more,11 years old,501-1k Employees (India)
2623,Aparna Enterpris...,4.2,(234 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 20 more",33 years old,501-1k Employees (India)
2624,Pon Pure Chemica...,4.1,(234 Reviews),Private,"Chennai,Tamil Nadu + 31 more",42 years old,501-1k Employees (India)
2625,ESDS Software So...,4.1,(234 Reviews),Private,"Nashik,Maharashtra + 11 more",18 years old,201-500 Employees (India)
2626,Intercontinental...,4.1,(234 Reviews),Private,"Delhi/NCR,New Delhi + 43 more",36 years old,1k-5k Employees (India)
2627,Sunflag Iron and...,3.9,(234 Reviews),Private,"Nagpur,Maharashtra + 11 more",39 years old,201-500 Employees (India)
2628,Sotc Travel Serv...,3.7,(234 Reviews),Private,Mumbai + 29 more,74 years old,1k-5k Employees (India)
2629,Caresoft Global,3.6,(233 Reviews),Private,"Detroit,Michigan + 6 more",19 years old,1k-5k Employees (India)
2630,Origo Commoditie...,4.0,(233 Reviews),Private,"Gurgaon,Haryana + 44 more",13 years old,1k-5k Employees (India)
2631,Quinnox,4.0,(233 Reviews),Private,"Chicago,Illinois + 4 more",21 years old,1k-5k Employees (India)
2632,JoulestoWatts Bu...,2.9,(233 Reviews),Private,"Bangalore,Karnataka + 11 more",8 years old,201-500 Employees (India)
2633,Publicis,3.7,(233 Reviews),Private,Paris + 13 more,97 years old,10k-50k Employees (India)
2634,Jetking Infotrai...,3.9,(233 Reviews),Public,"Mumbai,Maharashtra + 48 more",76 years old,51-200 Employees (India)
2635,Iol Chemicals & ...,3.8,(233 Reviews),Private,"Ludhiana,Punjab + 9 more",37 years old,1k-5k Employees (India)
2636,Mungi Group,3.7,(233 Reviews),Private,"Pune,Maharashtra + 4 more",39 years old,201-500 Employees (India)
2637,Angelique Intern...,4.4,(233 Reviews),Private,"Delhi/NCR,New Delhi + 15 more",27 years old,501-1k Employees (India)
2638,McAfee,4.0,(233 Reviews),Private,"Santa Clara,California + 7 more",36 years old,1k-5k Employees (India)
2639,Rane Brake Linin...,4.1,(233 Reviews),Public,"Chennai,Tamil Nadu + 15 more",59 years old,201-500 Employees (India)
2640,Chaitanya India ...,4.0,(233 Reviews),Private,"Bangalore,Karnataka + 92 more",14 years old,5k-10k Employees (India)
